"","address","lat","lon","id","name","rating","types","type"
"76","Piwna 27, 00-001 Warszawa, Poland",52.248973,21.011674,"4b1376a9aec06853ff750e6b312e2482c3bf5d9a","Kmicic Restauracja",4.3,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"77","Żwirki i Wigury 32, Warszawa, Poland",52.2110141,20.9889793,"b439115578163ae7dea5f2ecb464160add7b063a","Jeff's Pole Mokotowskie",4,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"78","Wilcza 46, 00-679 Warszawa, Poland",52.2243719,21.0126248,"885aa952f8e1a6a982e19c18cd573abdf7033848","Nolita Restaurant",4.7,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"79","Kościelna 12, Warszawa, Poland",52.2537151,21.0073775,"1783c5f45a6fd2134738cbe9312a420b1740d795","La Rotisserie",NA,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"80","rynek Starego Miasta 1/3, Warszawa, Poland",52.2496032,21.0129422,"2c65383aa0868f64153da8837d9bff5801462305","Bistro Warszawa",4.5,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"320","Wilcza 71, 00-679 Warszawa, Poland",52.2232841,21.0085281,"4d293f49748894e9d9ee6edc815dfe05a787762d","sofra",3.9,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"543","Mińska 25, 01-999 Warszawa, Poland",52.249617,21.060555,"417a13ee547d1c5e020db2a1ed58482b4b014370","Warszawa Wschodnia by Mateusz Gessler",4.6,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"544","Smocza 1, 01-012 Warszawa, Poland",52.2423803,20.9872025,"7ca0348cab63b941e152cd3af4359a0e5bfe54ac","Canton Restaurant",4.2,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"546","Widok 19, Warszawa, Poland",52.2307353,21.0134058,"bdb6c32c27c5b7fff0b5d4b70017d04d81d3140e","Restauracja Indyjska Injachi",4.6,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"547","aleja Jana Pawła II 36, Warszawa, Poland",52.2407892,20.9952292,"c0d01dfc7c342ee595c16431953201fd57052d6a","Ristorante San Lorenzo",4.1,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"548","Jasna 14/16a, 00-041 Warszawa, Poland",52.2353586,21.0113483,"991f98e34ceb8e407541c9a8b04f82e9be697582","Paros",4.1,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"551","Marszałkowska 27/35A, 00-639 Warszawa, Poland",52.218562,21.018502,"9fea5258a33c4181194de6fd59f4af9d80eb2247","Krowarzywa Vegan Burger",4.5,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"552","aleja Niepodległości 132/136, Warszawa, Poland",52.2042321,21.0101107,"2c801cd2f275634770b410ba8ca52bec7e3249ba","Restauracja PAPU",4.4,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"553","aleja Jana Pawła II 45A, Warszawa, Poland",52.244307,20.991043,"4ee60560ac5cab977e3e7643c1a8a4480efee8d0","Heyoo Dubai Restaurant",4.3,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"555","Bielańska 12, 00-085 Warszawa, Poland",52.245106,21.005484,"569cf4bdf66ac77fd6dc31b58a1e04a84c5a5613","Restauracja Senses - Private Dining w Warszawie",4.5,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"556","Ludwika Waryńskiego 3, 00-645 Warszawa, Poland",52.2191577,21.0150781,"053703cab4075b63b40f5bc2bfcc2acf6be3e43e","Loving Hut - kuchnia wegańska",4.4,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"559","aleja Komisji Edukacji Narodowej 47, Warszawa, Poland",52.143359,21.053298,"65ac44d20a3dd6ec1637c55763cf6f1e91236352","Mr India - Restauracja Indyjska",4.7,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"1278","Chmielna 8, Warszawa, Poland",52.2330939,21.0177044,"832c567d21464e3e3c6cb963aded303c0764850c","Mela Verde",4.3,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"1279","rynek Starego Miasta 12/14, Warszawa, Poland",52.2500872,21.0126157,"c01147e19387c35894f7fcf7062f068bcb9959e2","U Barssa",3.4,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"1280","Wąski Dunaj 4/6/8, 01-001 Warszawa, Poland",52.2497254,21.010928,"60242946b41edeec5498f0ef27a782780f711816","Gospoda Kwiaty Polskie",3.5,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"1520","aleja Jana Pawła II 41, 01-001 Warszawa, Poland",52.2426966,20.9923759,"8f066d69f54f94f8b7359cbf7cfb9358784ead94","Loving Hut",4.6,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"1744","Marszałkowska 21/25, Warszawa, Poland",52.217477,21.018737,"65ee3ee40cfba7ec14ae7af4f3010757bdb1cf1b","Tandoor",4,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"1749","Zajączkowska 11, Warszawa, Poland",52.2061317,21.0284954,"dc2895603a9e5aebb27917398660e4658e03d30c","Blue Cactus",3.8,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"1754","Szpitalna 3, 01-121 Warszawa, Poland",52.2328051,21.01494,"579fa240ce15b712428f890ba73605ed547b004c","Spring Roll - Fine Asian Cuisine",4.3,"{restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
"1759","aleja Jana Pawła II 29, Warszawa, Poland",52.2387779,20.9949416,"4a6e04d545afca75a842ddbaac7856dcd08b8006","TGIFridays",4.4,"{bar: 1, restaurant: 1, food: 1, point_of_interest: 1, establishment: 1}","restaurant"
